full_text,sentimen,kategori
"Setelah delapan bulan pembelajaran online, pemerintah membolehkan kegiatan belajar tatap muka pada masa pandemi Covid-19 mulai Januari 2021. #ingatpesanibu #cucitangan #pakaimasker #jagajarak

https://t.co/8WvCzJLcED",positif,Confidience
"Sahabat Inisiator, banyak perubahan di masa pandemi Covid-19 ini, salah satunya untuk kali pertama sistem pembelajaran online secara penuh harus diterapkan di tanah air. Hal ini secara tidak langsung mempercepat transformasi digital dalam dunia pendidikan.⁣
⁣ https://t.co/FFn85RpHZ9",positif,Confidience
30 menit lagi @Kemendikbud_RI  akan mengumumkan kegiatan pembelajaran di semester genap di tengah pandemi covid-19. Tetap online atau akan offline?,negatif,Composure
bulan Maret 2020 dikarenakan adanya pandemi covid-19.  Pada bimtek kali ini menggunakan metode pembelajaran blanded learning dimana menggunakan keunggulan metode pembelajaran tatap muka dan daring (online) sedangkan untuk ujian menggunakan Computer Assisted Test (CAT).,positif,Comitment
"Penilaian saya terhadap pembelajaran daring (online) akibat adanya pandemi covid-19 yang membuat masyarakat banyak menjalankan aktivitas dan lebih banyak kerja di rumah, demi menghindari penyebaran covid-19.dan mengakibatkan semua perkuliahan menjadi terhenti.",positif,Comitment
"Dan untuk memenuhi salah satu tugas mata kuliah pengantar ilmu komunikasi oleh dosen pengampuh ibu Monika Wutun S.Sos,M.I,KOM.",negatif,Control 
"Apakah suka ataukah duka yang dominan, kita harus menanggungnya.
Suka duka yang saya rasakan selama menjalani pembelajaran secara online di masa pandemi COVID-19 ini banyak.",negatif,Composure
"Dunia tampaknya berubah, semuanya online. Kita dituntut harus menguasai semua teknologi ini dari yang muda sampai yang tua untuk bertahan hidup.",positif,Comitment
"Guna menyelamatkan generasi muda dari ancaman pandemi Covid-19, pemerintah menerapkan sistem pembelajaran jarak jauh secara online dalam skala nasional. #RegionalSummit2020",positif,Control 
Tidak terasa sudah delapan bulan pandemi COVID 19 berlangsung di Indonesia. Selama delapan bulan itu juga sekolah dan kampus ditiadakan pembelajran secara tatap muka. Metode pembelajaran dilakukan secara online.,positif,Composure
"@ellvinacinta Kok iso iku lho, contoh yg sangat buruk. Pandemi gini haruse kan pembelajaran online, kudune disetelno video ae. Ben penularan covid g semakin luas.",negatif,Confidience
Akademisi UKI Temukan Hal-hal Positif dalam Pembelajaran Online Saat Pandemi Covid-19 - https://t.co/F7yoz0ozHD,negatif,Comitment
"EFEKTIFITAS DAN MOTIVASI SISWA DALAM PEMBELAJARAN DARING (ONLINE) PADA SAAT PANDEMI COVID 19
https://t.co/DtXmZpd3uN",positif,Comitment
Akademisi UKI Temukan Hal-hal Positif dalam Pembelajaran Online Saat Pandemi Covid-19 - https://t.co/F7yoz0ozHD,positif,Comitment
"Pembelajaran Tatap Muka Targetkan Bulan November Dapat Berlangsung

Hingga saat ini proses pembelajaran di Kota Blitar masih dilakukan melalui daring atau online lantaran pandemi Covid-19.
Selengkapnya: https://t.co/VdRhFHTOGT",negatif,Comitment
"Terlebih di masa pandemi Covid-19, pelajar yang ada di Girpasang tak pusing lagi membeli kuota dan harus menyebrang demi mengikuti pembelajaran online atau daring. https://t.co/35gg04G18d",positif,Comitment
"Pandemi COVID-19 secara langsung akan membawa pengaruh ke pendidikan di masa yang mendatang sehingga kita harus bisa beradaptasi dengan pembelajaran online. Yuk, cari tahu tips untuk unggul dalam belajar selama pembelajaran daring langsung dari para ahli bersama @scomecimsa!",positif,Comitment
"Pandemi covid-19 memunculkan dampak di berbagai sektor. Polri berinisiatif mengupayakan berbagai solusi, salah satunya untuk membantu pembelajaran online.

Tonton selengkapnya di program #Polisiku bersama @DivHumas_Polri, besok, pkl 18.30 WIB. Streaming: https://t.co/3ITaXljpyQ https://t.co/hsL1IF7425",positif,Comitment
"Kementerian Pendidikan dan Kebudayaan (Kemendikbud) memastikan penyaluran bantuan kuota data internet guna mendukung pembelajaran online atau daring di tengah pandemi virus corona baru (COVID-19). 

https://t.co/awPkGh44mG
#BeritaTerkini",positif,Control 
"Advan merilis gawai baru untuk menjawab kebutuhan pelajar di Indonesia yang kesehariannya mengikuti pembelajaran online atau jarak jauh akibat pandemi Covid 19. #hp
https://t.co/g19QORozfX",positif,Control 
"peran perpustakaan dimasa pandemi covid ini menyediakan layanan berupa perpustakaan online dalam menyebarkan informasi serta sebagai sarana dalam menunjang pembelajaran bagi para pelajar dan mahasiswa online~
#kultwit #literateproject4.0 #prodiperpustakaan #vokasiunair",positif,Comitment
"Pembelajaran Online Ditengah Pandemi COVID-19, Ternyata Ini Masalahnya! https://t.co/ZLJ3MIb00I",negatif,Composure
"Sumedang, 16/10/2020 - Pandemi COVID-19 telah membawa dampak pada seluruh sektor kehidupan manusia, tak terkecuali pada sektor pendidikan. Sudah beberapa bulan sekolah-sekolah harus melakukan pembelajaran jaringan (online) atau secara daring. https://t.co/kpDAIgcqOc",positif,Confidience
"1. Sahabat, masih ingat cerita seorang ibu yang menyiksa anaknya karena kesal sang anak tak bisa menerima pembelajaran online? Di masa pandemi Covid-19 ini, memang siswa-siswi akhirnya belajar melalui jarak jauh, secara online.",positif,Comitment
"Via Media Online, Sarana Pembelajaran Jarak Jauh di Masa Pandemi Covid-19 Tetap Harus Berjalan https://t.co/kPSD4II1WV",negatif,Comitment
Strategi Pembelajaran Online Mapel Matematika di Era Pandemi Covid https://t.co/b51hMbC9pm,negatif,Comitment
"Pandemi COVID-19 menjadi alasan pihak kampus mengambil tindakan yaitu diliburkannya kuliah tatap muka dan diganti dengan kuliah online atau metode daring (ZOOM,WA,https://t.co/6DYKu3vjTj,G.CLASS atau media lainnya) yang disesuaikan dengan tujuan pembelajaran mata kuliah.",positif,Control 
"Jadi, ini adalah bantuan yang di berikan kepada Siswa dan Guru untuk menunjang pembelajaran online selama pandemi Covid 19.Tapi sayang sudah kadaluwarsa semua. Kasian ya 😞 ini udah gak bisa digunakan kan? @Telkomsel https://t.co/0xTOpOtGBh",positif,Control 
Pemanfaatan Aplikasi Sebagai Upaya Pembelajaran Online di Tengah Pandemi Covid-19 Dusun rangpanasan desa meteng https://t.co/MOuAGbA6Ql,positif,Comitment
"#InfoGenWaniPooll Kemendikbud mengungkap survei terkait cara siswa melaksanakan pembelajaran jarak jauh selama pandemi COVID-19. Hasilnya, banyak di antara mereka melakukan belajar online dengan memanfaatkan layanan WhatsApp.",positif,Control 
"Berbicara mengenai pandemi, covid-19 yang menganjurkan generasi muda untuk memakai teknologi pembelajaran berbasis online hal ini juga memiliki dampak terhadap mental generasi muda,banyak generasi muda yang sudah lebih menerima dengan baik cara pembelajaran daring dan akan lebih",positif,Comitment
"Penutupan workshop online video pembelajaran dimasa pandemi covid-19 oleh Ketua PGRI Kab Situbondo yg berlangsung dari 7-26 September 2020. Alhamdulillah telah berjalan dengan lancar, terima kasih PSLCC PGRI Kab. Situbondo.
Hidup GURU!
Hidup PGRI!
Solidaritas Yes!
#PGRI https://t.co/GfM1ibnyut",negatif,Comitment
"pandemi covid-19 yang semakin bertahan dari hari ke hari, membuat pkkmb dilaksanakan melalui platform online diantaranya seperti zoom, google meet, youtube, dan masih banyak yang mendukung proses pembelajaran jarak jauh.

#DariUNSuntukIndonesia
#MahasuraMuda2020
#SemarPeduliSehat https://t.co/sCbxeqC0xP",positif,Comitment
"Pemerintah memberikan bantuan kuota internet gratis kepada seluruh siswa/i, guru, mahasiswa dan dosen di Indonesia, guna mendukung aktivitas belajar online atau Pembelajaran Jarak Jauh (PJJ) di masa pandemi COVID-19. https://t.co/at86Ohst2f",positif,Comitment
"Coba cek di RW masing-masing sudah pasang WiFi belum?

Kondisi pandemi Covid-19 membuat semua siswa dan siswi ini belajar di rumah.

Tentu menjadi persoalan, sebab proses pembelajaran dari rumah secara online atau daring tidak semudah yang dibayangkan.

… https://t.co/vTtQrZMpOf https://t.co/Vn2taegZ42",negatif,Control 
"Nomor 14 Tahun 2020, tentang Petunjuk Teknis Bantuan Kuota Data Internet Tahun 2020 guna menunjang Pembelajaran Jarak Jauh (PJJ) atau belajar online selama pandemi COVID-19.
.
.
Baca selengkapnya di https://t.co/1JAlnQhWZ4
.
Reporter : 
Bagus Prasetio
Muhammad Yoga Nugroho",negatif,Comitment
"Kondisi pandemi Covid-19 ini mengakibatkan perubahan yang luar biasa, termasuk dibidang pendidikan. Seolah seluruh jenjang pendidikan dipaksa untuk beradaptasi secara tiba-tiba untuk melakukan pembelajaran dari rumah melalui media daring (online).",positif,Comitment
"Salam Mahasura Muda! 

Pandemi covid 19 memberikan dampak bagi pendidikan, seluruh pembelajaran terpaksa dilakukan dari rumah melalui daring/online. Tentunya ini bukan hal yang mudah untuk dilakukan. https://t.co/jSgjxisja5",positif,Confidience
"Salam Mahasura Muda!
Covid-19 dalam Pendidikan
Pandemi yang kita hadapi sekarang tak hanya berpengaruh pada Tenaga kesehatan, tapi juga berdampak ke berbagai bidang misal: Pendidikan. Hal pertama yang dirasakan ialah lahirnya pembelajaran secara online",positif,Confidience
"Kondisi pandemi Covid-19 ini, mengakibatkan perubahan yang luar biasa. Sepertinya seluruh jenjang pendidikan 'dipaksa' bertransformasi untuk beradaptasi secara tiba-tiba (drastis) untuk melakukan pembelajaran dari rumah melalui media daring (online).",positif,Comitment
"Pandemi Covid-19 membuat sekolah-sekolah melakukan pembelajaran secara online.Efektifkah pembelajaran secara online bagi para siswa?banyak siswa yg mengeluh kesulitan menerima materi.
#UNSuntukIndonesia
#MahasuraMudaUNS2020
 #UNSPeduliPendidikan 
 @11MaretUniv @generasiuns_",negatif,Comitment
Masyarakat dituntut untuk bisa beradapatasi atau menyesuaikan diri terhadap pandemi ini. Sistem pendidikan daring atau online learning menjadi pilihan yang di ambil pemerintah guna mencegah penyebaran covid-19 semakin meluas melalui kegiatan pembelajaran.,positif,Control 
"Salam Mahasura Muda! 
Meskipun pandemi covid melanda di Indonesia, kita harus tetap selalu semangat untuk menempuh pendidikan. Pembelajaran melalui online tidak menjadi hambatan! Semangat :) 
#UNSuntukIndonesia 
#MahasuraMudaUNS2020
#UNSPeduliPendidikan
@11MaretUniv
@generasiuns_",positif,Confidience
"semangat mengejar dan mengajar ilmu pengetahuan. Hampir tidak ada yang menyangka, pendidikan akan berubah drastis akibat pandemi covid-19. Walau sistem pendidikan online ini tidao mudah, sebagai mahasiswaatau murid harus tetap semangat untuk mengikuti pembelajaran dan berusaha",positif,Confidience
"Salam Mahasura Muda! 

Dimasa pandemi Covid 19 yang belum berakhir hingga saat ini. Kemendikbud Republik Indonesia telah memberikan beberapa kebijakan terkait pelaksanaan pendidikan bagi para pelajar, salah satunya adalah pembelajaran jarak jauh/pembelajaran online.",positif,Control 
Pembelajaran offline pun menjadi tersendat dan UN yang seharusnya masih ada tahun ini terpaksa harus dihapus karena adanya pandemi covid-19. Pembelajaran yang semula offline (bertatap muka langsung) dialihkan menjadi pembelajaran online/daring. Sarana yang digunakan yaitu,positif,Control 
"Pengabdian dapat dimulai dari hal-hal sederhana seperti pengabdian kita kepada keluarga,yaitu membantu membimbing salah satu anggota keluarga kita dalam pembelajaran secara online dimasa pandemi covid-19.",positif,Comitment
"Dialogis seputar Protokol Kesehatan di lingkungan sekolah serta Proses Pembelajaran secara online selama Pandemi Covid-19. Selasa (8/9/2020).
.
#polresjogja #polsekjetisjogja #BersamaLawanCovid19 #covid",negatif,Comitment
"Sejak pandemi Covid-19, Kementerian Pendidikan dan Kebudayaan (Kemendikbud) telah melakukan penyesuaian kebijakan pendidikan. Salah satunya dengan menerapkan pembelajaran secara daring atau online.

https://t.co/uOwR0Vl0OK https://t.co/g35ICbM1LG",negatif,Control 
"@HaiMagazine Lu kalo emang ngak punya kerjaan mending bantuin mikir gimana cara efektif pembelajaran online, gimana solusi permasalahan sampah, gimana solusi kekerasan anak&amp;perempuan, gimana nasib pedagang yang terdampak pandemi Covid-19, atau sekalian mikir vaksin Covid, dll",negatif,Composure
"MASA PANDEMI, GUBERNUR HARAP PEMBELAJARAN DARING JADI MOMENTUM MENUJU DIGITALISASI

Gubernur Bali Wayan Koster mengatakan bahwa sistem pembelajaran secara daring atau online pada masa pandemi Covid-19 ini,… https://t.co/uVbnXclR3C",positif,Control 
"DENPASAR - Gubernur Bali Wayan Koster mengatakan bahwa sistem  pembelajaran secara daring atau online pada masa pandemi Covid-19 ini, sebetulnya dapat dijadikan momentum bagi dunia pendidikan menuju arah… https://t.co/dXHSupKq04",positif,Comitment
"Dunia pendidikan di Indonesia banyak mengalami perubahan karena semenjak pandemi covid-19 enam bulan terakhir. Sekolah-sekolah terpaksa ditutup untuk mencegah penularan covid-19 dan pembelajaran dilaksanakan secara online serta jarak jauh. Untuk menyesuaikan perubahan ini,",positif,Comitment
"Daring Potensi Kekerasan Anak, Diknas Jatim Distribusikan Kios ABM Pro Kontra Pembelajaran Di Tengah Pandemi Covid-19 https://t.co/p5rdk1ZuyF #daring #PademiCovid-19 #PembelajaranOnline",positif,Control 
"Yup! Bener Banget Aplikasi Viral Video Conference di Era Pandemi ini adalah Zoom yang dinilai sangat membantu belajar siswa loh banyak fitur menarik bagi pengguna, dan bisa membantu pembelajaran online kalian di tengah Pandemi Covid-19 yang gak ada habisnya! 

#ZoomMeeting https://t.co/QxI1YwTMhv",positif,Comitment
"MERANCANG PEMBELAJARAN MANDIRI.
Workshop online pertama yang diselenggarakan Akademi Salam sebagai upaya untuk menjawab permasalahan proses pendidikan yang terjadi selama pandemi covid-19 ini.
Daftar sekarang di https://t.co/nsyIZaIZHH
Atau hubungi narahubung di +62 888-3914-850. https://t.co/8LhgKVVLOB",positif,Comitment
"PERHATIAN..!!
ISTILAH BARU Untuk kelas online masa pandemi, yang patut diingat.
Model pembelajaran Kurikulum 2020 penyesuaian wabah Corona (COVID-19)

● Kelas online  = KELON

● Kelas online Antar Negara = KELONAN

● Moda dalam jaringan = MODAR 
😜😜😜 https://t.co/FzDPmgUEND",negatif,Composure
"SMA Bruderan Purworejo hadir bagimu semua ditengah situasi pandemi Covid-19, dengan mengembangkan konsep pendidikan yg memerdekakan dan sistem pembelajaran online. Mari bergabung bersama kami,  kami siap melayani siswa/i baru di tahun ajaran 2020/2021. https://t.co/Lgel7fseFO",positif,Comitment
"Ikuti diskusi online ""Efektifitas Pendidikan dan Pembelajaran Masa Pandemi Covid-19"" bersama Muhammad Sayuti, anggota Badan Akreditasi Nasional Sekolah/Madrasah dan Hasanudin, Kepala Sekolah SMP Muhammadiyah 3 Depok Sleman.
#Muhammadiyah #COVID19 #Pendidikan #BersatuHadangCorona https://t.co/T3syqqeN8N",positif,Control 
"Adanya pandemi Covid-19, akibatkan pembelajaran tatap muka di sejumlah sekolah dilakukan secara online. Tapi, model PJJ muncul berbagai permasalahan. Masalah kuota, gadget, dan sinyal internet.
.
Adakah model… https://t.co/5U0e8vPxqu",positif,Composure
"Pandemi COVID-19 membuat kebanyakan lembaga pendidikan mengalihkan pembelajaran tatap muka ke sistem jarak jauh secara online. 

https://t.co/bRmSnGRsOO",positif,Composure
"@islamlib Pada situasi pandemi begini, enggak ada metode pembelajaran yang ideal. Mau online atau offline pasti ada plus minusnya. Coba dishare klo ada yang tau metode belajar yang aman dari Covid-19",positif,Composure
"#KuotaInternetGratis
Pandemi COVID-19 telah memberikan tantangan baru bagi pendidikan di Indonesia. Sistem pembelajaran yang biasanya dilakukan secara tatap muka, kini harus bergeser ke sistem pembelajaran secara online.

https://t.co/2bmtRxhFr9",positif,Comitment
menyediakan layanan internet bergerak atau Mobile Community Access Point (MCAP) untuk mendukung pembelajaran online bagi pelajar di masa pandemi Covid-19. https://t.co/TAWaEKWvEJ #pemkotpekalongan,positif,Comitment
"Ayo pelajari berbagai metode pembelajaran #StudiAS yang diterapkan berbagai #UniversitasAS selama masa pandemi COVID-19 ini, baik itu berupa kelas online, in-person, maupun hybrid bersama Howard Lee dari @ucla hari… https://t.co/UEWnryiIA1",positif,Confidience
Bendera Emak adalah sebuah film pendek tentang seorang siswa bernama Citra yang harus melakukan pembelajaran daring selama pandemi Covid-19 terjadi. Ia yang tidak memiliki gawai pintar untuk belajar online harus… https://t.co/7ROMFWVARn,positif,Composure
"Cocok mboten lurrr? 😁
.
Pemerintah Kota Solo, Jawa Tengah, akan memberikan smartphone secara gratis kepada siswa yang kurang mampu untuk mendukung sistem pembelajaran daring (online) selama pandemi Covid-19.

Wali… https://t.co/lPA41ASdW8",positif,Control 
"Pandemi covid-19 membuat Kementerian Pendidikan dan Kebudayaan memutuskan Pembelajaran Jarak Jauh (PJJ) dilanjutkan. Sekolah online diperpanjang, dan bunda harus tahu lho pentingnya… https://t.co/nLLuByKolV",negatif,Confidience
"Alternatif pembelajaran yg ditawarkan ke pemuda (18-29) sejak pandemi COVID-19: 57% ""video lectures"", 43% ""online testing"", 36% ""at home assignments"". (""Youth &amp; COVID-19: Impacts On Jobs, Education, Rights And Mental Well-Being"", ILO, 11/8/2020).

URL: https://t.co/Vi7tjCHq9H

.. https://t.co/hky29JuIZ9",positif,Comitment
"[Day 20]
Selama masa pandemi covid-19 pemerintah mengeluarkan kebijakan baru yaitu pembelajaran jarak jauh dimana mengharuskan setiap siswa untuk belajar secara online.
Silahkan simak videonya untuk mendapatakan informasi yang kami berikan!!

#KKMUNTIRTAJAWARA2020
#KKMUNTIRTA101 https://t.co/ERdWyURdfc",negatif,Composure
